* Reading source molecule file...
Molecules read: 860
Valid molecules: 860
* Calculating LOO model...
* Calculating stats...
No. of compounds: 860
Valid predictions: 836
R2: 0.665
RMSE: 0.759
Missing values: 24 (2.8% of the dataset)

KNN Model summary
Training set molecules: 860
K (neighbours number): 4
Similarity threshold: 0.7
Similarity threshold for single molecules: 0.75
Enhance factor: 3
Experimental range: 3.5
NOTE: Predictions performed in Leave-One-Out mode

No.	Molecule	Remarks	Experimental	Prediction	Used Molecules	Mol #1 similarity	Mol #1 experimental	Mol #1 SMILES	Mol #2 similarity	Mol #2 experimental	Mol #2 SMILES	Mol #3 similarity	Mol #3 experimental	Mol #3 SMILES	Mol #4 similarity	Mol #4 experimental	Mol #4 SMILES
1	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	-	3.605	4.217720500710215	4	0.9560000000000001	3.767	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	0.902	4.51	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	0.854	3.95	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)c3ccc(cc3)Cl	0.836	4.81	c2cc(c(c1c(cc(cc1Cl)Cl)Cl)c(c2)Cl)Cl
2	O=C(O)c1c(cccc1Cl)Cl	-	-0.222	0.3385750495015696	4	0.9540000000000001	-0.169	O=C(O)c1ccc(c(c1)Cl)Cl	0.9470000000000001	0.5	O=C(O)c1ccccc1Cl	0.9390000000000001	0.073	O=C(O)c1c(ccc(c1Cl)Cl)Cl	0.925	1.0	O=C(O)c1ccc(cc1)Cl
3	O=C(O)c1c(ccc(c1Cl)Cl)Cl	-	0.073	0.7908628214006118	4	0.9390000000000001	-0.222	O=C(O)c1c(cccc1Cl)Cl	0.933	-0.169	O=C(O)c1ccc(c(c1)Cl)Cl	0.925	3.091	OCc1cc(cc(c1Cl)Cl)Cl	0.886	0.5	O=C(O)c1ccccc1Cl
4	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	-	2.731	2.5306148276610965	4	0.999	2.38	c1cc2cccc3c5cccc4cccc(c(c1)c23)c45	0.978	2.8	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	0.971	2.54	c3ccc4cc2c(ccc1ccccc12)cc4(c3)	0.971	2.41	c1ccc3c(c1)c2ccccc2c4ccccc34
5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	-	0.052	0.48300506971287843	4	0.9460000000000001	0.043	O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	0.93	-0.139	O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	0.93	0.773	O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]	0.906	1.343	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]
6	O=C(O)c1ccc(c(c1)Cl)Cl	-	-0.169	0.31887564952220726	4	0.9540000000000001	-0.222	O=C(O)c1c(cccc1Cl)Cl	0.933	0.073	O=C(O)c1c(ccc(c1Cl)Cl)Cl	0.933	1.0	O=C(O)c1ccc(cc1)Cl	0.92	0.468	OCc1ccc(c(c1)Cl)Cl
7	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	-	2.8	2.516939241956236	4	0.978	2.731	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	0.978	2.38	c1cc2cccc3c5cccc4cccc(c(c1)c23)c45	0.9510000000000001	2.54	c3ccc4cc2c(ccc1ccccc12)cc4(c3)	0.9510000000000001	2.41	c1ccc3c(c1)c2ccccc2c4ccccc34
8	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	-	2.26	1.0098986416227473	4	0.9540000000000001	0.135	O=S(c1ccc(OP(OC)(OC)=S)cc1C)C	0.9380000000000001	0.476	O=S(=O)(c1ccc(OP(OC)(OC)=S)cc1C)C	0.866	1.834	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1C	0.864	2.041	O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C
9	C(Cl)(Cl)(Cl)Cl	-	1.03	1.132308928128747	4	0.926	0.799	C(Cl)(Cl)Cl	0.835	1.066	C(Cl)Cl	0.812	0.877	FC(F)(Cl)Cl	0.765	2.115	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
10	O([Sn](CCCC)(CCCC)CCCC)[Sn](CCCC)(CCCC)CCCC	-	3.994	2.311051945768606	4	0.791	3.92	O[Sn](CCCC)(CCCC)CCCC	0.753	2.273	CCCC[Sn](CCCC)(CCCC)CCCC	0.721	1.014	O=P(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC	0.715	1.507	O[Si](CCCCCC)(CCCCCC)CCCCCC
